FECHA_CORTE;ANIO;ID_MES;MES;DEPARTAMENTO;SITIO_TURISTICO;TIPO_VISITANTE;NUMERO_VISITANTES
20260429;2019;1;ENERO;CUSCO;PARQUE ARQUEOLÓGICO DE CHOQUEQUIRAO;TOTAL;394
20260429;2019;1;ENERO;CUSCO;PARQUE ARQUEOLÓGICO DE OLLANTAYTAMBO;NACIONAL;28119
20260429;2019;1;ENERO;CUSCO;PARQUE ARQUEOLÓGICO DE OLLANTAYTAMBO;EXTRANJERO;39790
20260429;2019;1;ENERO;CUSCO;PARQUE ARQUEOLÓGICO DE OLLANTAYTAMBO;TOTAL;67909
20260429;2019;1;ENERO;CUSCO;PARQUE ARQUEOLÓGICO DE PIKILLAQTA;NACIONAL;4875
20260429;2019;1;ENERO;CUSCO;PARQUE ARQUEOLÓGICO DE PIKILLAQTA;EXTRANJERO;2019
20260429;2019;1;ENERO;CUSCO;PARQUE ARQUEOLÓGICO DE PIKILLAQTA;TOTAL;6894
20260429;2019;1;ENERO;CUSCO;PARQUE ARQUEOLÓGICO DE PISAQ;NACIONAL;20949
20260429;2019;1;ENERO;CUSCO;PARQUE ARQUEOLÓGICO DE PISAQ;EXTRANJERO;28456
20260429;2019;1;ENERO;CUSCO;PARQUE ARQUEOLÓGICO DE PISAQ;TOTAL;49405
20260429;2019;1;ENERO;CUSCO;PARQUE ARQUEOLÓGICO DE RAQCHI;NACIONAL;2120
20260429;2019;1;ENERO;CUSCO;PARQUE ARQUEOLÓGICO DE RAQCHI;EXTRANJERO;3922
20260429;2019;1;ENERO;CUSCO;PARQUE ARQUEOLÓGICO DE RAQCHI;TOTAL;6042
20260429;2019;1;ENERO;CUSCO;PUQRO;NACIONAL;16282
20260429;2019;1;ENERO;CUSCO;PUQRO;EXTRANJERO;13434
20260429;2019;1;ENERO;CUSCO;PUQRO;TOTAL;29716
20260429;2019;1;ENERO;CUSCO;RUMIPUNKU;NACIONAL;2762
20260429;2019;1;ENERO;CUSCO;RUMIPUNKU;EXTRANJERO;1235
20260429;2019;1;ENERO;CUSCO;RUMIPUNKU;TOTAL;3997
20260429;2019;1;ENERO;CUSCO;SANTUARIO HISTÓRICO DE MACHUPICCHU;NACIONAL;44196
20260429;2019;1;ENERO;CUSCO;SANTUARIO HISTÓRICO DE MACHUPICCHU;EXTRANJERO;74382
20260429;2019;1;ENERO;CUSCO;SANTUARIO HISTÓRICO DE MACHUPICCHU;TOTAL;118578
20260429;2019;1;ENERO;CUSCO;SAPANTIANA;NACIONAL;701
20260429;2019;1;ENERO;CUSCO;SAPANTIANA;EXTRANJERO;1977
20260429;2019;1;ENERO;CUSCO;SAPANTIANA;TOTAL;2678
20260429;2019;1;ENERO;CUSCO;SERVICIOS DE TREN INCA RAIL;NACIONAL;4980
20260429;2019;1;ENERO;CUSCO;SERVICIOS DE TREN INCA RAIL;EXTRANJERO;40654
20260429;2019;1;ENERO;CUSCO;SERVICIOS DE TREN INCA RAIL;TOTAL;45634
20260429;2019;1;ENERO;CUSCO;SERVICIOS DE TRENES DE PERU RAIL;NACIONAL;6060
20260429;2019;1;ENERO;CUSCO;SERVICIOS DE TRENES DE PERU RAIL;EXTRANJERO;39833
20260429;2019;1;ENERO;CUSCO;SERVICIOS DE TRENES DE PERU RAIL;TOTAL;45893
20260429;2019;1;ENERO;CUSCO;SITIO ARQUEOLÓGICO DE PUKAPUKARA;NACIONAL;12464
20260429;2019;1;ENERO;CUSCO;SITIO ARQUEOLÓGICO DE PUKAPUKARA;EXTRANJERO;15936
20260429;2019;1;ENERO;CUSCO;SITIO ARQUEOLÓGICO DE PUKAPUKARA;TOTAL;28400
20260429;2019;1;ENERO;CUSCO;SITIO ARQUEOLÓGICO DE QENQO;NACIONAL;17115
20260429;2019;1;ENERO;CUSCO;SITIO ARQUEOLÓGICO DE QENQO;EXTRANJERO;18843
20260429;2019;1;ENERO;CUSCO;SITIO ARQUEOLÓGICO DE QENQO;TOTAL;35958
20260429;2019;1;ENERO;CUSCO;SITIO ARQUEOLÓGICO DE TAMBOMACHAY;NACIONAL;2003
